NAME,LAT,LONG,MRC
Sixteenmile Draw East,32.750,-104.750,32104-G7
Sixteenmile Draw West,32.750,-104.875,32104-G8
Skeleton Canyon,31.500,-109.000,31109-E1
Skinney Rock,36.875,-108.625,36108-H6
Skull Canyon,31.625,-109.000,31109-F1
Skull Mesa,36.000,-103.250,36103-A3
Skunk Canyon,33.125,-104.875,33104-B8
Skute Stone Arroyo,32.875,-107.375,32107-H4
Sky Valley Ranch,37.000,-105.625,37105-A6
Slaughter Mesa,34.000,-108.375,34108-A4
Sleeping Lady Hills,32.250,-107.000,32107-C1
Smeltertown,31.750,-106.500,31106-G5
Smith Ranch,34.625,-103.250,34103-F3
Smouse Mesa,36.375,-107.500,36107-D5
Snyder Lake,36.375,-103.500,36103-D5
Socorro,34.000,-106.875,34106-A8
Sofia,36.375,-103.750,36103-D7
Solano,35.750,-104.000,35104-G1
Soldier Hill,33.250,-103.625,33103-C6
Soldiers Farewell Hill,32.250,-108.250,32108-C3
Sonsela Buttes,36.000,-109.000,36109-A1
Souse Springs,32.500,-107.125,32107-E2
South Baldy,33.875,-107.125,33107-H2
South Butte,34.875,-107.375,34107-H4
South Garcia,34.875,-107.000,34107-H1
South Garcia SE,34.750,-107.000,34107-G1
South Peak,32.000,-107.625,32107-A6
South Pyramid Peak,32.000,-108.625,32108-A6
South Rector Canyon,31.875,-104.500,31104-H5
South Spring,33.250,-104.375,33104-C4
South Taylor Tank,32.500,-104.875,32104-E8
Spalding,32.375,-107.875,32107-D8
Spear Hills,36.125,-104.125,36104-B2
Spring Canyon,33.375,-108.000,33108-D1
Spring Lake,32.750,-104.250,32104-G3
Springer,36.250,-104.500,36104-C5
Springer Lake,36.375,-104.625,36104-D6
Squaw Peak,33.875,-107.250,33107-H3
Squirrel Springs Canyon,33.750,-108.500,33108-G5
Standing Rock,35.750,-108.250,35108-G3
Standing Rock NW,35.875,-108.375,35108-H4
Stanley,35.125,-105.875,35105-B8
Star Lake,35.875,-107.375,35107-H4
Starkville,37.000,-104.500,37104-A5
Stead,36.000,-103.125,36103-A2
Steel Hill,33.500,-107.250,33107-E3
Steeple Rock,32.750,-108.875,32108-G8
Stegall,34.000,-102.875,34102-A8
Steins,32.125,-108.875,32108-B8
Stockard Well,32.250,-105.500,32105-C5
Stone Well,32.250,-105.625,32105-C6
Stony Lake,36.125,-104.500,36104-B5
Strauss,31.750,-106.625,31106-G6
Strawberry Peak,33.000,-106.500,33106-A5
Strychnine Draw,32.500,-104.750,32104-E7
Sugarloaf Mountain,34.000,-107.875,34107-A8
Sugarloaf Peak,33.125,-107.625,33107-B6
Sulphur Pass,33.000,-106.625,33106-A6
Sulphur Spring,36.625,-108.625,36108-F6
Summerford Mountain,32.500,-106.750,32106-E7
Summit,32.375,-108.875,32108-D8
Sumner Dam,34.500,-104.375,34104-E4
Sunset,33.250,-105.000,33105-C1
Sunshine,36.750,-105.625,36105-G6
Sunshine Mesa,34.875,-104.500,34104-H5
Surrender Canyon,35.375,-109.000,35109-D1
Surveyors Canyon,32.500,-105.500,32105-E5
Swallow Fork Peak,32.125,-108.750,32108-B7
Swallow Nest Canyon,33.875,-104.375,33104-H4
Table Mesa,36.500,-108.625,36108-E6
Table Mountain,34.375,-107.500,34107-D5
Table Top Mountain,32.000,-108.750,32108-A7
Tafoya Canyon,36.250,-107.375,36107-C4
Taiban,34.375,-104.000,34104-D1
Tajique,34.750,-106.250,34106-G3
Tancosa Windmill,36.125,-107.250,36107-B3
Tank Mountain,31.750,-108.750,31108-G7
Tanner Lake,36.125,-108.125,36108-B2
Tanner Mesa,37.000,-108.625,37108-A6
Tanner Ranch,32.375,-105.125,32105-D2
Taos,36.375,-105.500,36105-D5
Taos Junction,36.250,-105.875,36105-C8
Taos SW,36.250,-105.625,36105-C6
Tapia Ranch,34.750,-105.000,34105-G1
Tate School,36.250,-103.375,36103-C4
Tatum North,33.250,-103.250,33103-C3
Tatum South,33.125,-103.250,33103-B3
Taylor Mountain,32.500,-107.875,32107-E8
Taylor Peak,33.375,-107.875,33107-D8
Taylor Ranch,36.000,-107.125,36107-A2
Taylor Springs,36.250,-104.375,36104-C4
Taylor Well,32.500,-106.625,32106-E6
Techado,34.500,-108.375,34108-E4
Tecolote,35.375,-105.250,35105-D3
Tecolote Peak,34.000,-105.625,34105-A6
Teec Nos Pos,36.875,-109.000,36109-H1
Tejana Mesa,34.375,-108.500,34108-D5
Tejana Mesa SW,34.250,-108.625,34108-C6
Tejon,34.500,-105.250,34105-E3
Tekapo,35.000,-108.875,35108-A8
Telephone Canyon,33.500,-108.500,33108-E5
Tenaja Mesa,35.250,-104.125,35104-C2
Tenmile Hill,33.750,-107.250,33107-G3
Tercio,37.000,-104.875,37104-A8
Tesuque,35.750,-105.875,35105-G8
Tetilla Peak,35.500,-106.125,35106-E2
Texas Hill,32.375,-104.750,32104-D7
Texline North,36.375,-103.000,36103-D1
Texline South,36.250,-103.000,36103-C1
The Divide,32.375,-103.625,32103-D6
The Dyke,34.625,-108.500,34108-F5
The Hogback North,36.625,-108.500,36108-F5
The Hogback South,36.500,-108.500,36108-E5
The Old Dry Lake,34.125,-104.625,34104-B6
The Pillar,36.375,-108.250,36108-D3
The Pillar NW,36.375,-108.375,36108-D4
The Rincon,34.250,-109.000,34109-C1
The Saltys,32.000,-108.250,32108-A3
The Volcanoes,35.125,-106.750,35106-B7
The Wall,36.875,-105.125,36105-H2
Thimble Canyon,32.875,-105.125,32105-H2
Third Canyon,34.375,-107.875,34107-D8
Thompson Mesa,36.375,-107.625,36107-D6
Thompson Ranch,35.000,-105.000,35105-A1
Thoreau,35.375,-108.125,35108-D2
Thoreau NE,35.375,-108.000,35108-D1
Thorn Well,32.625,-106.875,32106-F8
Three Rivers,33.250,-106.000,33106-C1
Three Rivers NW,33.375,-106.125,33106-D2
Three Rivers SW,33.250,-106.125,33106-C2
Three Way School,33.875,-102.875,33102-H8
Thumb Tank Peak,33.125,-107.500,33107-B5
Tierra Amarilla,36.625,-106.500,36106-F5
Tiffany,37.000,-107.500,37107-A5
Tijeras,35.000,-106.375,35106-A4
Tillie Hall Peak,32.875,-109.000,32109-H1
Tin Pan Canyon,36.875,-104.500,36104-H5
Tinaja Mountain,36.625,-104.250,36104-F3
Tinian,35.750,-107.250,35107-G3
Tinnie,33.250,-105.125,33105-C2
Tip Top Canyon,33.125,-106.500,33106-B5
Tip Top Wells,32.250,-103.500,32103-C5
Toadlena,36.125,-108.875,36108-B8
Todilto Park,35.875,-108.875,35108-H8
Togeye Lake,35.000,-108.375,35108-A4
Tohatchi,35.750,-108.750,35108-G7
Tolapai Spring,35.125,-109.125,35109-B2
Tolar,34.375,-103.875,34103-D8
Tolar SE,34.250,-103.750,34103-C7
Tolar SW,34.250,-103.875,34103-C8
Toltec Mesa,36.875,-106.250,36106-H3
Tome,34.625,-106.625,34106-F6
Tome NE,34.625,-106.500,34106-F5
Tome SE,34.500,-106.500,34106-E5
Tooth of Time,36.375,-105.000,36105-D1
Torreon,34.625,-106.250,34106-F3
Torres,37.000,-105.000,37105-A1
Tortugas Mountain,32.250,-106.625,32106-C6
Touch-Me-Not Mountain,36.500,-105.125,36105-E2
Tower Hill North,32.500,-103.875,32103-E8
Tower Hill South,32.375,-103.875,32103-D8
Toyee,35.750,-108.375,35108-G4
Trail Lake,34.500,-108.125,34108-E2
Trampas,36.125,-105.750,36105-B7
Travesser Park,36.875,-103.375,36103-H4
Tres Hermanos,32.625,-106.000,32106-F1
Tres Hermanos Peak,36.500,-104.250,36104-E3
Tres Hermanos SE,32.500,-106.000,32106-E1
Tres Hermanos SW,32.500,-106.125,32106-E2
Tres Lagunas,34.375,-108.000,34108-D1
Tres Montosas,34.000,-107.375,34107-A4
Tres Orejas,36.375,-105.750,36105-D7
Tres Piedras,36.625,-105.875,36105-F8
Tres Piedras NE,36.625,-105.750,36105-F7
Tres Ritos,36.125,-105.500,36105-B5
Trinchera,37.000,-104.000,37104-A1
Trinchera Creek,35.250,-103.750,35103-C7
Trinchera Pass,36.875,-104.000,36104-H1
Trinity Site,33.625,-106.375,33106-F4
Tripod Mountain,36.375,-103.625,36103-D6
Truchas,36.000,-105.750,36105-A7
Truchas Peak,35.875,-105.625,35105-H6
Trujillo,35.500,-104.625,35104-E6
Trujillo,37.000,-107.000,37107-A1
Trujillo Camp,35.375,-102.875,35102-D8
Tsaile,36.250,-109.125,36109-C2
Tsaile Butte,36.250,-109.000,36109-C1
Tse Bonita School,35.625,-108.875,35108-F8
Tsin-nas-kid,36.250,-108.750,36108-C7
Tub Spring,36.875,-103.250,36103-H3
Tucson Spring,33.375,-106.875,33106-D8
Tucumcari,35.125,-103.625,35103-B6
Tucumcari SE,35.000,-103.500,35103-A5
Tularosa,33.000,-106.000,33106-A1
Tularosa Canyon,33.875,-108.375,33108-H4
Tularosa NE,33.125,-106.000,33106-B1
Tularosa Peak,33.000,-106.125,33106-A2
Tule Lake,34.250,-103.625,34103-C6
Turkey Peak,33.000,-105.375,33105-A4
Turkey Ridge,34.125,-106.125,34106-B2
Turkey Ridge NE,34.125,-106.000,34106-B1
Turkey Ridge SW,34.000,-106.125,34106-A2
Turley,36.750,-107.750,36107-G7
Turquoise Hill,35.500,-106.000,35106-E1
Tuscocoillo Canyon,35.250,-103.250,35103-C3
Twentytwo Spring,34.500,-108.875,34108-E8
Twin Buttes,35.375,-108.750,35108-D7
Twin Lakes,35.625,-108.750,35108-F7
Twin Mesa,34.500,-104.125,34104-E2
Twin Mesa NW,34.625,-104.125,34104-F2
Twin Sisters,32.875,-108.125,32108-H2
Two B Ranch NW,33.375,-102.875,33102-D8
Two B Ranch SW,33.250,-102.875,33102-C8
Two Grey Hills,36.125,-108.750,36108-B7
Tyrone,32.625,-108.250,32108-F3
U Bar Ridge,31.500,-108.375,31108-E4
Underwood Lake,33.875,-108.875,33108-H8
Upham,32.875,-107.000,32107-H1
Upham Hills,32.750,-106.875,32106-G8
Upper Galestina Canyon,34.875,-108.625,34108-H6
Upper Nutria,35.250,-108.500,35108-C5
Upper Wheatfields,36.125,-109.000,36109-B1
Upton,34.125,-103.625,34103-B6
Uranium Spring,35.375,-109.125,35109-D2
Ute Mountain,36.875,-105.625,36105-H6
Ute Park,36.500,-105.000,36105-E1
Valdez,37.000,-104.625,37104-A6
Valencia Spring,36.000,-103.875,36103-A8
Valle Bonito,34.625,-109.125,34109-F2
Valle Bonito NE,34.625,-109.000,34109-F1
Valle Grande Peak,36.375,-106.125,36106-D2
Valle Largo,35.000,-108.125,35108-A2
Valle San Antonio,35.875,-106.500,35106-H5
Valle Toledo,35.875,-106.375,35106-H4
Vallecitos,36.000,-106.250,36106-A3
Van Bremmer Park,36.750,-105.000,36105-G1
Van Winkle Lake,32.125,-105.250,32105-B3
Vanar,32.125,-109.000,32109-B1
Vanar NW,32.125,-109.125,32109-B2
Vanderwagen,35.250,-108.750,35108-C7
Vanderwagen Draw,35.125,-108.750,35108-B7
Variadero,35.375,-104.375,35104-D4
Vaughn,34.500,-105.125,34105-E2
Veguita,34.500,-106.750,34106-E7
Velarde,36.125,-105.875,36105-B8
Venadito Camp,34.750,-108.875,34108-G8
Vermejo Park,36.875,-105.000,36105-H1
Vesrue,31.875,-103.000,31103-H1
Vest Camp,33.125,-103.875,33103-B8
Veteado Mountain,34.500,-108.250,34108-E3
Vicks Peak,33.500,-107.375,33107-E4
Victorio Park,33.000,-107.750,33107-A7
Victorio Ranch,31.750,-108.125,31108-G2
Victorio Ranch SE,31.750,-108.000,31108-G1
Vigas Canyon,36.500,-107.250,36107-E3
Villanueva,35.250,-105.250,35105-C3
Voigt Ranch,34.250,-109.125,34109-C2
Wade Canyon,35.500,-104.250,35104-E3
Wade Ranch,33.250,-104.125,33104-C2
Waggoner Ranch,35.625,-104.000,35104-F1
Wagon Canyon,33.625,-106.000,33106-F1
Wagon Mound,36.000,-104.625,36104-A6
Wahalee Canyon,33.250,-105.250,33105-C3
Wahoo Peak,33.500,-107.750,33107-E7
Wahoo Ranch,33.500,-107.625,33107-E6
Walker Canyon,32.750,-108.750,32108-G7
Walking Cane Ranch,33.375,-103.125,33103-D2
Wall Lake,33.250,-108.000,33108-C1
Wallace Mesa,34.000,-108.125,34108-A2
Waller Ranch,34.875,-105.500,34105-H5
Walnut Wells NE,31.625,-108.500,31108-F5
Water Canyon,34.000,-107.000,34107-A1
Waterflow,36.750,-108.375,36108-G4
Watrous,35.750,-104.875,35104-G8
Watts Hill,34.125,-104.000,34104-B1
Weber City,34.625,-103.625,34103-F6
Wedding Cake Butte,36.875,-103.125,36103-H2
Welty Hill,33.625,-107.500,33107-F5
Werney Hill,32.375,-108.250,32108-D3
West Camp,34.250,-104.375,34104-C4
West Fork Rio Brazos,36.875,-106.375,36106-H4
West Lime Hills,31.875,-107.750,31107-H7
West of Guadalupe Canyon,31.250,-109.125,31109-C2
West of La Vida Mission,36.000,-108.250,36108-A3
West of Window Rock,35.625,-109.125,35109-F2
Wetherly Lake,36.625,-103.625,36103-F6
Wheatland,34.875,-103.250,34103-H3
Wheeler Peak,36.500,-105.375,36105-E4
Wheeless,36.625,-102.875,36102-F8
White Clay,36.000,-109.125,36109-A2
White Flat,33.625,-104.875,33104-F8
White Flat SE,33.500,-104.750,33104-E7
White Lakes,35.125,-105.750,35105-B7
White Oaks North,33.750,-105.625,33105-G6
White Oaks South,33.625,-105.625,33105-F6
White Peak,36.250,-105.000,36105-C1
White Ridge,34.750,-107.125,34107-G2
White Rock,35.750,-106.125,35106-G2
White Sands,32.375,-106.375,32106-D4
White Sands NE,32.375,-106.250,32106-D3
White Sands SE,32.250,-106.250,32106-C3
White Signal,32.500,-108.250,32108-E3
Whiteaker Ranch,35.750,-102.875,35102-G8
Whitehorse,35.750,-107.625,35107-G6
Whitehorse Mountain,32.625,-107.875,32107-F8
Whitehorse Rincon,35.750,-107.500,35107-G5
Whiterock Mountain,32.625,-107.625,32107-F6
Whitetail,33.125,-105.500,33105-B5
Whitewater,32.500,-108.125,32108-E2
Whitewater Creek,31.250,-108.625,31108-C6
Whitewater Mountains,31.250,-108.500,31108-C5
Whitlock Peak,32.500,-109.125,32109-E2
Whitmire Pass,31.750,-108.625,31108-G6
Wild Cow Lake,34.875,-109.125,34109-H2
Wild Horse Canyon,34.500,-107.750,34107-E7
Wilde Tank,32.375,-105.875,32105-D8
Wildhorse Mesa,35.250,-105.750,35105-C7
Wiley Mesa,34.500,-107.625,34107-E6
Willard,34.500,-106.000,34106-E1
Williams Ranch,32.250,-107.875,32107-C8
Williams Sink,32.500,-103.750,32103-E7
Williamsburg,33.000,-107.250,33107-A3
Williamsburg NW,33.125,-107.375,33107-B4
Willow Draw,32.500,-108.625,32108-E6
Wilson Mountain,33.125,-108.875,33108-B8
Wilson Ranch,34.000,-106.250,34106-A3
Wind Mesa,34.875,-106.750,34106-H7
Wind Mountain,32.625,-108.375,32108-F4
Windmill Draw,34.500,-104.250,34104-E3
Window Rock,35.625,-109.000,35109-F1
Windy Hill,36.000,-102.875,36102-A8
Windy Hill NW,36.125,-102.875,36102-B8
Winston,33.250,-107.625,33107-C6
Wire Lake,34.000,-104.750,34104-A7
Wirt Canyon,36.875,-107.000,36107-H1
Wolf Stand,35.750,-107.125,35107-G2
Woodland Park,33.250,-108.250,33108-C3
Woodley Flat,32.125,-103.375,32103-B4
Woodson Canyon,32.750,-105.375,32105-G4
Wright Ranch,34.125,-104.750,34104-B7
Wrye Peak,33.875,-106.250,33106-H3
Wrye Peak NW,33.875,-106.375,33106-H4
Wrye Peak SW,33.750,-106.375,33106-G4
X-7 Ranch,32.000,-107.250,32107-A3
Yankee,36.875,-104.250,36104-H3
Yates,36.125,-103.875,36103-B8
Yates SE,36.000,-103.750,36103-A7
Yellow Hill,36.500,-108.750,36108-E7
Yellow Rock Point East,37.000,-109.000,37109-A1
Yellow Rock Point West,37.000,-109.125,37109-A2
Yeso,34.375,-104.500,34104-D5
Yeso Mesa,34.375,-104.750,34104-D7
Yeso Mesa SE,34.250,-104.750,34104-C7
Yeso NW,34.375,-104.625,34104-D6
York,32.875,-109.125,32109-H2
York Ranch,34.625,-108.000,34108-F1
York Ranch SE,34.500,-108.000,34108-E1
Youngs Lake,36.750,-108.250,36108-G3
Youngsville,36.125,-106.500,36106-B5
Ysleta NW,31.625,-106.375,31106-F4
Yt Ranch,32.000,-102.875,32102-A8
Zuni,35.000,-108.750,35108-A7
Zuni Salt Lake,34.375,-108.750,34108-D7
